Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
60438;Lansing;IL;41.565.685;-8.754.819;-6;1;41.565685,-87.54819
68636;Elgin;NE;42.009.216;-9.813.311;-6;1;42.009216,-98.13311
66532;Robinson;KS;398.202;-9.536.776;-6;1;39.8202,-95.36776
55723;Cook;MN;47.854.987;-9.277.077;-6;1;47.854987,-92.77077
39478;Sandy Hook;MS;31.054.236;-8.985.553;-6;1;31.054236,-89.85553
49041;Comstock;MI;42.245.412;-85.529.858;-5;1;42.245412,-85.529858
61107;Rockford;IL;42.280.019;-8.903.347;-6;1;42.280019,-89.03347
58072;Valley City;ND;46.934.311;-9.802.374;-6;1;46.934311,-98.02374
59333;Hathaway;MT;46.271.872;-10.621.374;-7;1;46.271872,-106.21374
35283;Birmingham;AL;33.544.622;-86.929.208;-6;1;33.544622,-86.929208
42163;Rocky Hill;KY;3.709.425;-86.143.188;-6;1;37.09425,-86.143188
49157;Richland;MI;4.421.551;-85.298.079;-5;1;44.21551,-85.298079
43735;East Fultonham;OH;39.851.515;-8.212.173;-5;1;39.851515,-82.12173
44403;Brookfield;OH;41.239.987;-8.058.346;-5;1;41.239987,-80.58346
50581;Rolfe;IA;42.842.111;-9.453.114;-6;1;42.842111,-94.53114
33850;Lake Alfred;FL;28.092.512;-8.172.758;-5;1;28.092512,-81.72758
35259;Birmingham;AL;33.544.622;-86.929.208;-6;1;33.544622,-86.929208
35593;Vina;AL;34.369.264;-8.806.745;-6;1;34.369264,-88.06745
40118;Fairdale;KY;38.106.135;-8.575.362;-5;1;38.106135,-85.75362
40371;Salt Lick;KY;38.087.867;-8.361.146;-5;1;38.087867,-83.61146
13479;Washington Mills;NY;43.053.769;-75.271.559;-5;1;43.053769,-75.271559
15564;Wellersburg;PA;39.729.896;-78.844.105;-5;1;39.729896,-78.844105
15944;New Florence;PA;40.371.165;-790.772;-5;1;40.371165,-79.0772
17052;Mapleton Depot;PA;40.338.058;-779.779;-5;1;40.338058,-77.9779
30747;Summerville;GA;34.489.848;-8.532.928;-5;1;34.489848,-85.32928
31754;Georgetown;GA;31.860.476;-8.507.534;-5;1;31.860476,-85.07534
32746;Lake Mary;FL;28.758.133;-8.133.992;-5;1;28.758133,-81.33992
33801;Lakeland;FL;28.041.198;-8.192.392;-5;1;28.041198,-81.92392
23178;Ware Neck;VA;37.400.287;-7.646.089;-5;1;37.400287,-76.46089
10072;New York;NY;40.780.751;-73.977.182;-5;1;40.780751,-73.977182
10166;New York;NY;40.754.591;-73.976.238;-5;1;40.754591,-73.976238
10998;Westtown;NY;41.334.034;-7.454.593;-5;1;41.334034,-74.54593
21623;Church Hill;MD;39.123.235;-7.596.707;-5;1;39.123235,-75.96707
29336;Fairforest;SC;34.888.237;-8.196.902;-5;1;34.888237,-81.96902
29348;Gramling;SC;34.888.237;-8.196.902;-5;1;34.888237,-81.96902
11560;Locust Valley;NY;40.881.957;-7.359.417;-5;1;40.881957,-73.59417
18355;Scotrun;PA;41.074.757;-7.536.259;-5;1;41.074757,-75.36259
36538;Frankville;AL;31.646.087;-8.814.188;-6;1;31.646087,-88.14188
37322;Decatur;TN;35.503.723;-8.480.741;-5;1;35.503723,-84.80741
43081;Westerville;OH;40.109.513;-8.291.606;-5;1;40.109513,-82.91606
27105;Winston Salem;NC;36.147.887;-8.023.423;-5;1;36.147887,-80.23423
44398;Akron;OH;41.128.705;-8.153.999;-5;1;41.128705,-81.53999
46731;Craigville;IN;40.793.562;-850.974;-5;0;40.793562,-85.0974
33659;Palm River-Clair Mel;FL;27.894.362;-82.338.911;-5;1;27.894362,-82.338911
2875;Shannock;RI;41.447.642;-7.163.877;-5;1;41.447642,-71.63877
4630;East Machias;ME;44.753.992;-673.786;-5;1;44.753992,-67.3786
6053;New Britain;CT;41.686.949;-727.908;-5;1;41.686949,-72.7908
714;Arroyo;PR;17.987.288;-6.605.552;-4;0;17.987288,-66.05552
2126;Mattapan;MA;42.272.098;-7.109.426;-5;1;42.272098,-71.09426
14150;Tonawanda;NY;43.001.907;-788.631;-5;1;43.001907,-78.8631
30339;Atlanta;GA;3.387.507;-8.446.615;-5;1;33.87507,-84.46615
32361;Wacissa;FL;30.357.761;-8.398.882;-5;1;30.357761,-83.98882
32634;Fairfield;FL;2.935.089;-8.227.648;-5;1;29.35089,-82.27648
33523;Dade City;FL;28.433.019;-8.219.736;-5;1;28.433019,-82.19736
33706;Saint Petersburg;FL;27.741.505;-8.275.179;-5;1;27.741505,-82.75179
24605;Bluefield;VA;37.222.548;-813.367;-5;1;37.222548,-81.3367
25444;Slanesville;WV;39.412.828;-7.852.587;-5;1;39.412828,-78.52587
26280;Mill Creek;WV;38.736.144;-80.0;-5;1;38.736144,-80.0
18465;Thompson;PA;41.839.349;-7.550.841;-5;1;41.839349,-75.50841
12197;Worcester;NY;42.610.314;-7.472.401;-5;1;42.610314,-74.72401
13147;Scipio Center;NY;42.774.714;-7.657.045;-5;1;42.774714,-76.57045
28519;Bridgeton;NC;35.120.742;-7.701.969;-5;1;35.120742,-77.01969
26561;Big Run;WV;39.575.518;-80.666.712;-5;1;39.575518,-80.666712
82937;Lyman;WY;41.399.751;-11.036.624;-7;1;41.399751,-110.36624
64070;Lone Jack;MO;38.895.469;-9.415.315;-6;1;38.895469,-94.15315
64471;New Hampton;MO;40.264.749;-9.419.587;-6;1;40.264749,-94.19587
75075;Plano;TX;33.024.721;-9.674.038;-6;1;33.024721,-96.74038
68118;Omaha;NE;41.263.194;-9.617.108;-6;1;41.263194,-96.17108
79080;Skellytown;TX;35.655.035;-10.122.477;-6;1;35.655035,-101.22477
70059;Harvey;LA;29.677.893;-900.901;-6;1;29.677893,-90.0901
90845;Long Beach;CA;33.786.594;-118.298.662;-8;1;33.786594,-118.298662
92114;San Diego;CA;32.706.954;-1.170.542;-8;1;32.706954,-117.0542
98144;Seattle;WA;4.758.577;-12.230.081;-8;1;47.58577,-122.30081
98833;Mazama;WA;48.634.796;-12.047.681;-8;1;48.634796,-120.47681
95692;Wheatland;CA;39.030.716;-12.143.497;-8;1;39.030716,-121.43497
95826;Sacramento;CA;38.550.098;-12.137.492;-8;1;38.550098,-121.37492
93458;Santa Maria;CA;34.956.344;-12.045.243;-8;1;34.956344,-120.45243
61866;Rantoul;IL;40.307.065;-8.815.575;-6;1;40.307065,-88.15575
77046;Houston;TX;29.733.181;-9.543.131;-6;1;29.733181,-95.43131
77581;Pearland;TX;2.956.218;-9.526.982;-6;1;29.56218,-95.26982
67149;Viola;KS;37.538.257;-9.762.031;-6;1;37.538257,-97.62031
57231;De Smet;SD;44.374.289;-9.757.442;-6;1;44.374289,-97.57442
74061;Ramona;OK;36.533.868;-9.590.865;-6;1;36.533868,-95.90865
82412;Byron;WY;44.794.477;-10.853.415;-7;1;44.794477,-108.53415
75712;Tyler;TX;32.411.237;-95.289.903;-6;1;32.411237,-95.289903
75756;Brownsboro;TX;32.306.045;-9.560.507;-6;1;32.306045,-95.60507
85225;Chandler;AZ;33.316.349;-11.183.064;-7;0;33.316349,-111.83064
86508;Lupton;AZ;35.325.261;-10.907.847;-7;0;35.325261,-109.07847
87579;Vadito;NM;36.160.484;-10.556.045;-7;1;36.160484,-105.56045
93215;Delano;CA;35.774.967;-11.923.371;-8;1;35.774967,-119.23371
94973;Woodacre;CA;38.007.639;-12.263.914;-8;1;38.007639,-122.63914
98587;Taholah;WA;4.732.251;-12.425.814;-8;1;47.32251,-124.25814
98639;North Bonneville;WA;45.650.041;-12.197.167;-8;1;45.650041,-121.97167
4327;Richmond;ME;4.409.156;-69.804.077;-5;1;44.09156,-69.804077
4747;Island Falls;ME;46.004.523;-6.827.004;-5;1;46.004523,-68.27004
5452;Essex Junction;VT;44.501.991;-7.309.376;-5;1;44.501991,-73.09376
6410;Cheshire;CT;41.507.049;-7.290.489;-5;1;41.507049,-72.90489
2769;Rehoboth;MA;41.835.067;-7.126.115;-5;1;41.835067,-71.26115
54875;Springbrook;WI;45.947.509;-9.167.526;-6;1;45.947509,-91.67526
55018;Dennison;MN;44.422.975;-9.300.089;-6;1;44.422975,-93.00089
37421;Chattanooga;TN;35.028.574;-8.515.939;-5;1;35.028574,-85.15939
46904;Kokomo;IN;40.469.625;-8.611.894;-5;0;40.469625,-86.11894
5155;South Londonderry;VT;43.158.484;-7.284.497;-5;1;43.158484,-72.84497
6074;South Windsor;CT;41.836.664.999.999.900;-7.256.076;-5;1;41.836665,-72.56076
15242;Pittsburgh;PA;40.434.436;-80.024.817;-5;1;40.434436,-80.024817
17010;Campbelltown;PA;40.280.149;-765.806;-5;1;40.280149,-76.5806
23101;Macon;VA;37.553.314;-77.892.964;-5;1;37.553314,-77.892964
60697;Chicago;IL;41.811.929;-8.768.732;-6;1;41.811929,-87.68732
23297;Richmond;VA;37.389.721;-77.561.266;-5;1;37.389721,-77.561266
62464;Stoy;IL;3.898.981;-87.839.627;-6;1;38.98981,-87.839627
58370;Saint Michael;ND;47.994.379;-9.886.913;-6;1;47.994379,-98.86913
72536;Franklin;AR;36.155.897;-9.175.644;-6;1;36.155897,-91.75644
73644;Elk City;OK;35.405.935;-9.941.658;-6;1;35.405935,-99.41658
74330;Adair;OK;36.434.328;-9.525.512;-6;1;36.434328,-95.25512
30354;Atlanta;GA;33.658.834;-8.439.682;-5;1;33.658834,-84.39682
80454;Indian Hills;CO;39.631.254;-10.526.071;-7;1;39.631254,-105.26071
37774;Loudon;TN;35.725.969;-8.433.069;-5;1;35.725969,-84.33069
39731;Brooksville;MS;33.230.508;-8.857.968;-6;1;33.230508,-88.57968
72314;Birdeye;AR;35.357.184;-90.677.331;-6;1;35.357184,-90.677331
44022;Chagrin Falls;OH;4.143.932;-8.139.232;-5;1;41.43932,-81.39232
72774;West Fork;AR;35.896.307;-9.419.661;-6;1;35.896307,-94.19661
53803;Benton;WI;42.563.769;-9.036.783;-6;1;42.563769,-90.36783
54565;Upson;WI;46.309.371;-904.354;-6;1;46.309371,-90.4354
54757;New Auburn;WI;45.235.611;-9.152.127;-6;1;45.235611,-91.52127
54936;Fond Du Lac;WI;43.740.559;-88.522.984;-6;1;43.740559,-88.522984
55054;New Market;MN;44.571.056;-93.354.267;-6;1;44.571056,-93.354267
62248;Hecker;IL;38.299.507;-89.961.825;-6;1;38.299507,-89.961825
29260;Columbia;SC;34.005.992;-80.970.766;-5;1;34.005992,-80.970766
42104;Bowling Green;KY;36.930.527;-8.644.751;-6;1;36.930527,-86.44751
43115;Clarksburg;OH;39.501.913;-8.317.383;-5;1;39.501913,-83.17383
44333;Akron;OH;41.144.661;-8.161.948;-5;1;41.144661,-81.61948
34101;Naples;FL;25.855.534;-8.138.719;-5;1;25.855534,-81.38719
39067;Ethel;MS;33.127.907;-8.946.704;-6;1;33.127907,-89.46704
23025;Cardinal;VA;37.422.209;-7.637.304;-5;1;37.422209,-76.37304
23228;Richmond;VA;37.621.745;-7.748.896;-5;1;37.621745,-77.48896
23541;Norfolk;VA;36.931.166;-7.623.972;-5;1;36.931166,-76.23972
28386;Shannon;NC;34.851.865;-7.912.266;-5;1;34.851865,-79.12266
32971;Winter Beach;FL;27.709.049;-80.572.557;-5;1;27.709049,-80.572557
73834;Buffalo;OK;36.851.116;-995.897;-6;1;36.851116,-99.5897
75294;Dallas;TX;32.767.268;-96.777.626;-6;1;32.767268,-96.777626
81422;Naturita;CO;38.296.229;-10.868.079;-7;1;38.296229,-108.68079
82242;Van Tassell;WY;42.706.475;-10.412.045;-7;1;42.706475,-104.12045
84133;Salt Lake City;UT;40.769.046;-111.889.319;-7;1;40.769046,-111.889319
85262;Scottsdale;AZ;33.798.581;-1.118.708;-7;0;33.798581,-111.8708
93308;Bakersfield;CA;35.487.491;-11.900.896;-8;1;35.487491,-119.00896
93611;Clovis;CA;36.840.057;-11.966.107;-8;1;36.840057,-119.66107
94131;San Francisco;CA;37.741.797;-1.224.378;-8;1;37.741797,-122.4378
94249;Sacramento;CA;38.377.411;-121.444.429;-8;1;38.377411,-121.444429
96062;Millville;CA;40.577.799;-12.210.148;-8;1;40.577799,-122.10148
97378;Sheridan;OR;45.089.532;-12.340.787;-8;1;45.089532,-123.40787
15555;Quecreek;PA;40.091.429;-79.087.198;-5;1;40.091429,-79.087198
16662;Martinsburg;PA;40.306.709;-7.831.987;-5;1;40.306709,-78.31987
16940;Nelson;PA;41.978.436;-7.724.667;-5;1;41.978436,-77.24667
17212;Big Cove Tannery;PA;3.981.231;-7.806.337;-5;1;39.81231,-78.06337
8835;Manville;NJ;40.538.903;-7.459.222;-5;1;40.538903,-74.59222
12771;Port Jervis;NY;41.374.734;-7.466.315;-5;1;41.374734,-74.66315
12810;Athol;NY;43.484.741;-7.389.151;-5;1;43.484741,-73.89151
13350;Herkimer;NY;43.038.149;-749.846;-5;1;43.038149,-74.9846
24513;Lynchburg;VA;37.245.798;-79.133.546;-5;1;37.245798,-79.133546
22720;Goldvein;VA;38.474.222;-7.764.361;-5;1;38.474222,-77.64361
13655;Hogansburg;NY;4.498.184;-7.467.374;-5;1;44.98184,-74.67374
3266;Rumney;NH;43.806.365;-7.187.952;-5;1;43.806365,-71.87952
76503;Temple;TX;31.053.986;-97.320.306;-6;1;31.053986,-97.320306
77015;Houston;TX;29.778.526;-9.518.118;-6;1;29.778526,-95.18118
77550;Galveston;TX;29.298.448;-9.479.316;-6;1;29.298448,-94.79316
78041;Laredo;TX;27.542.244;-9.949.233;-6;1;27.542244,-99.49233
80720;Akron;CO;40.124.199;-10.318.362;-7;1;40.124199,-103.18362
83215;Atomic City;ID;43.442.618;-11.281.316;-7;1;43.442618,-112.81316
83554;White Bird;ID;45.717.554;-11.626.936;-8;1;45.717554,-116.26936
96720;Hilo;HI;19.713.562;-15.509.842;-10;0;19.713562,-155.09842
97368;Otis;OR;45.009.935;-12.391.182;-8;1;45.009935,-123.91182
97877;Sumpter;OR;44.744.445.999.999.900;-1.182.229;-8;1;44.744446,-118.2229
98622;Heisson;WA;45.801.586;-122.520.347;-8;1;45.801586,-122.520347
89009;Henderson;NV;35.927.901;-114.972.061;-8;1;35.927901,-114.972061
89047;Silverpeak;NV;37.751.386;-11.764.225;-8;1;37.751386,-117.64225
89412;Gerlach;NV;40.652.505;-119.356.505;-8;1;40.652505,-119.356505
99124;Elmer City;WA;47.998.468;-11.895.248;-8;1;47.998468,-118.95248
99554;Alakanuk;AK;62.683.391;-16.465.455;-9;1;62.683391,-164.65455
28772;Rosman;NC;35.139.812;-8.284.253;-5;1;35.139812,-82.84253
29708;Fort Mill;SC;35.040.969;-8.099.427;-5;1;35.040969,-80.99427
31069;Perry;GA;32.460.791;-8.373.541;-5;1;32.460791,-83.73541
36801;Opelika;AL;32.660.497;-8.539.917;-6;1;32.660497,-85.39917
38124;Memphis;TN;35.201.738;-89.971.538;-6;1;35.201738,-89.971538
47163;Otisco;IN;38.544.512;-8.566.831;-5;1;38.544512,-85.66831
47488;Hamblen;IN;39.246.268;-86.163.826;-5;0;39.246268,-86.163826
4033;Freeport;ME;44.408.078;-70.470.703;-5;1;44.408078,-70.470703
23191;Zanoni;VA;37.418.242;-76.508.402;-5;1;37.418242,-76.508402
23834;Colonial Heights;VA;37.265.403;-7.740.438;-5;1;37.265403,-77.40438
23839;Dendron;VA;37.079.298;-7.692.155;-5;1;37.079298,-76.92155
25140;Naoma;WV;37.883.223;-8.148.001;-5;1;37.883223,-81.48001
18221;Drifton;PA;41.004.017;-7.590.569;-5;1;41.004017,-75.90569
18825;Jackson;PA;41.822.157;-7.559.506;-5;1;41.822157,-75.59506
19115;Philadelphia;PA;4.009.261;-7.504.118;-5;1;40.09261,-75.04118
30663;Rutledge;GA;33.614.556;-8.361.157;-5;1;33.614556,-83.61157
15612;Alverton;PA;40.136.883;-7.959.033;-5;1;40.136883,-79.59033
6520;New Haven;CT;41.365.709;-72.927.507;-5;1;41.365709,-72.927507
93110;Santa Barbara;CA;34.439.579;-11.976.788;-8;1;34.439579,-119.76788
95005;Ben Lomond;CA;37.084.347;-12.208.524;-8;1;37.084347,-122.08524
95337;Manteca;CA;37.782.332;-12.123.578;-8;1;37.782332,-121.23578
98932;Granger;WA;46.345.166;-1.201.843;-8;1;46.345166,-120.1843
87184;Albuquerque;NM;35.044.339;-106.672.872;-7;1;35.044339,-106.672872
87537;Hernandez;NM;36.094.021;-10.617.472;-7;1;36.094021,-106.17472
37048;Cottontown;TN;36.491.753;-8.659.963;-6;1;36.491753,-86.59963
62549;Mt Zion;IL;39.777.116;-8.887.171;-6;1;39.777116,-88.87171
63453;Luray;MO;40.489.269;-9.187.248;-6;1;40.489269,-91.87248
63534;Callao;MO;397.418;-9.263.582;-6;1;39.7418,-92.63582
63834;Charleston;MO;36.915.335;-8.931.308;-6;1;36.915335,-89.31308
81658;Vail;CO;39.624.171;-106.497.314;-7;1;39.624171,-106.497314
70718;Brittany;LA;30.201.004;-90.868.876;-6;1;30.201004,-90.868876
71748;Ivan;AR;3.397.547;-92.647.817;-6;1;33.97547,-92.647817
72118;North Little Rock;AR;34.813.269;-9.230.229;-6;1;34.813269,-92.30229
78011;Charlotte;TX;28.795.637;-9.871.951;-6;1;28.795637,-98.71951
83547;Pollock;ID;45.291.282;-11.635.695;-7;1;45.291282,-116.35695
66075;Pleasanton;KS;38.184.882;-9.470.142;-6;1;38.184882,-94.70142
54931;Dale;WI;44.416.326;-88.464.873;-6;1;44.416326,-88.464873
48164;New Boston;MI;42.128.068.999.999.900;-8.338.785;-5;1;42.128069,-83.38785
48444;Imlay City;MI;43.038.967;-8.306.067;-5;1;43.038967,-83.06067
49245;Homer;MI;42.147.222;-8.480.789;-5;1;42.147222,-84.80789
50001;Ackworth;IA;41.363.615;-9.341.494;-6;1;41.363615,-93.41494
50128;Jamaica;IA;41.855.913;-9.429.981;-6;1;41.855913,-94.29981
38824;Baldwyn;MS;34.511.249;-8.863.051;-6;1;34.511249,-88.63051
39569;Pascagoula;MS;30.441.072;-88.634.482;-6;1;30.441072,-88.634482
40078;Willisburg;KY;37.840.066;-8.512.572;-5;1;37.840066,-85.12572
43430;Genoa;OH;41.523.309;-8.337.072;-5;1;41.523309,-83.37072
44618;Dalton;OH;40.787.827;-8.168.623;-5;1;40.787827,-81.68623
45418;Dayton;OH;39.716.161;-842.734;-5;1;39.716161,-84.2734
45789;Wingett Run;OH;39.551.002;-81.256;-5;1;39.551002,-81.256
46507;Bristol;IN;41.725.061;-8.581.792;-5;0;41.725061,-85.81792
36869;Phenix City;AL;32.433.065;-8.504.512;-6;1;32.433065,-85.04512
37018;Beechgrove;TN;35.642.797;-861.669;-6;1;35.642797,-86.1669
37041;Clarksville;TN;36.477.428;-87.377.197;-6;1;36.477428,-87.377197
52809;Davenport;IA;41.613.034;-90.606.284;-6;1;41.613034,-90.606284
39330;Enterprise;MS;32.170.432;-8.883.866;-6;1;32.170432,-88.83866
61132;Loves Park;IL;42.325.364;-89.170.527;-6;1;42.325364,-89.170527
62903;Carbondale;IL;37.758.646;-89.415.831;-6;1;37.758646,-89.415831
72827;Bluffton;AR;34.832.089;-9.371.111;-6;1;34.832089,-93.71111
74052;Oilton;OK;36.084.211;-965.794;-6;1;36.084211,-96.5794
78701;Austin;TX;3.027.127;-9.774.103;-6;1;30.27127,-97.74103
79541;Ovalo;TX;32.151.983;-9.984.483;-6;1;32.151983,-99.84483
79560;Sylvester;TX;32.684.029;-1.001.998;-6;1;32.684029,-100.1998
80230;Denver;CO;39.721.763;-10.489.627;-7;1;39.721763,-104.89627
80836;Stratton;CO;3.929.782;-10.259.745;-7;1;39.29782,-102.59745
81290;Florence;CO;38.358.421;-105.106.881;-7;1;38.358421,-105.106881
74570;Stuart;OK;34.858.091;-9.609.233;-6;1;34.858091,-96.09233
76067;Mineral Wells;TX;32.810.275;-9.810.707;-6;1;32.810275,-98.10707
76476;Tolar;TX;32.387.648;-9.793.959;-6;1;32.387648,-97.93959
76561;Oglesby;TX;31.430.323;-9.752.946;-6;1;31.430323,-97.52946
64640;Gallatin;MO;39.912.973;-9.396.536;-6;1;39.912973,-93.96536
19429;Conshohocken;PA;40.211.896;-7.535.586;-5;1;40.211896,-75.35586
13788;Hobart;NY;42.368.357;-7.466.452;-5;1;42.368357,-74.66452
14717;Caneadea;NY;4.237.074;-7.819.335;-5;1;42.37074,-78.19335
25846;Glen Jean;WV;37.927.809;-8.115.174;-5;1;37.927809,-81.15174
27103;Winston Salem;NC;36.066.545;-8.030.733;-5;1;36.066545,-80.30733
30145;Kingston;GA;34.237.986;-8.497.801;-5;1;34.237986,-84.97801
30671;Maxeys;GA;33.748.344;-8.318.538;-5;1;33.748344,-83.18538
31719;Americus;GA;32.085.491;-84.252.665;-5;1;32.085491,-84.252665
32724;Deland;FL;29.039.757;-8.127.927;-5;1;29.039757,-81.27927
32757;Mount Dora;FL;28.786.272;-8.164.475;-5;1;28.786272,-81.64475
36035;Goshen;AL;31.756.986;-8.614.489;-6;1;31.756986,-86.14489
36776;Sawyerville;AL;32.739.091;-877.417;-6;1;32.739091,-87.7417
38844;Gattman;MS;33.885.239;-8.824.591;-6;1;33.885239,-88.24591
38954;Sidon;MS;33.417.028;-9.021.318;-6;1;33.417028,-90.21318
45814;Arlington;OH;40.892.253;-8.364.338;-5;1;40.892253,-83.64338
47369;Pennville;IN;40.495.879;-8.514.637;-5;0;40.495879,-85.14637
53932;Fall River;WI;43.407.179;-8.905.837;-6;1;43.407179,-89.05837
54022;River Falls;WI;44.854.636;-9.261.729;-6;1;44.854636,-92.61729
47851;Fontanet;IN;39.573.663;-8.724.536;-5;0;39.573663,-87.24536
50210;New Virginia;IA;41.193.148;-9.371.388;-6;1;41.193148,-93.71388
52206;Atkins;IA;41.993.799;-9.186.755;-6;1;41.993799,-91.86755
52760;Moscow;IA;4.157.371;-9.108.369;-6;1;41.57371,-91.08369
41351;Mistletoe;KY;37.398.617;-83.704.908;-5;1;37.398617,-83.704908
43014;Danville;OH;40.470.806;-8.226.422;-5;1;40.470806,-82.26422
13459;Sharon Springs;NY;42.774.077;-7.458.404;-5;1;42.774077,-74.58404
14642;Rochester;NY;43.286.024;-77.684.264;-5;1;43.286024,-77.684264
15323;Claysville;PA;40.114.204;-8.040.715;-5;1;40.114204,-80.40715
20711;Lothian;MD;38.808.840.000.000.000;-7.667.236;-5;1;38.80884,-76.67236
21105;Maryland Line;MD;39.712.453;-7.665.069;-5;1;39.712453,-76.65069
8629;Trenton;NJ;40.219.358;-7.473.334;-5;1;40.219358,-74.73334
10986;Tomkins Cove;NY;41.271.543;-7.398.676;-5;1;41.271543,-73.98676
29730;Rock Hill;SC;34.914.611;-810.125;-5;1;34.914611,-81.0125
11763;Medford;NY;40.820.786;-7.298.375;-5;1;40.820786,-72.98375
12139;Piseco;NY;4.340.276;-7.456.972;-5;1;43.40276,-74.56972
12509;La Grange;NY;41.643.599;-73.847.176;-5;1;41.643599,-73.847176
17560;New Providence;PA;39.915.209;-7.621.546;-5;1;39.915209,-76.21546
17839;Light Street;PA;41.020.062;-76.438.413;-5;1;41.020062,-76.438413
18045;Easton;PA;40.681.531;-7.526.722;-5;1;40.681531,-75.26722
76066;Millsap;TX;32.715.412;-9.800.165;-6;1;32.715412,-98.00165
81062;Olney Springs;CO;38.193.937;-10.392.275;-7;1;38.193937,-103.92275
85670;Fort Huachuca;AZ;31.880.077;-109.754.263;-7;0;31.880077,-109.754263
13503;Utica;NY;43.101.869;-75.231.158;-5;1;43.101869,-75.231158
16020;Boyers;PA;4.110.936;-7.990.816;-5;1;41.10936,-79.90816
2815;Clayville;RI;41.777.861;-7.167.009;-5;1;41.777861,-71.67009
4461;Milford;ME;44.956.776;-6.862.199;-5;1;44.956776,-68.62199
4546;Georgetown;ME;43.767.018;-69.749.812;-5;1;43.767018,-69.749812
7032;Kearny;NJ;40.763.051;-7.413.718;-5;1;40.763051,-74.13718
20690;Tall Timbers;MD;38.165.432;-7.653.284;-5;1;38.165432,-76.53284
22454;Dunnsville;VA;37.854.791;-7.681.298;-5;1;37.854791,-76.81298
75459;Howe;TX;33.518.979;-9.663.523;-6;1;33.518979,-96.63523
75904;Lufkin;TX;31.339.891;-9.476.295;-6;1;31.339891,-94.76295
77289;Houston;TX;2.983.399;-95.434.241;-6;1;29.83399,-95.434241
84719;Brian Head;UT;37.663.896;-11.281.081;-7;1;37.663896,-112.81081
91077;Arcadia;CA;33.786.594;-118.298.662;-8;1;33.786594,-118.298662
92840;Garden Grove;CA;33.785.166;-11.793.406;-8;1;33.785166,-117.93406
24639;Raven;VA;37.136.584;-8.189.068;-5;1;37.136584,-81.89068
25053;Danville;WV;3.805.738;-8.186.082;-5;1;38.05738,-81.86082
13135;Phoenix;NY;43.235.916;-7.631.339;-5;1;43.235916,-76.31339
659;Hatillo;PR;18.432.956;-6.680.039;-4;0;18.432956,-66.80039
1094;Wheelwright;MA;42.358.201;-72.140.846;-5;1;42.358201,-72.140846
2361;Plymouth;MA;41.970.474;-70.701.357;-5;1;41.970474,-70.701357
26425;Rowlesburg;WV;39.320.034;-7.968.442;-5;1;39.320034,-79.68442
41660;Teaberry;KY;37.428.801;-8.264.374;-5;1;37.428801,-82.64374
43623;Toledo;OH;41.707.649;-8.364.363;-5;1;41.707649,-83.64363
68041;Mead;NE;4.122.091;-9.647.719;-6;1;41.22091,-96.47719
68783;Verdigre;NE;42.620.877;-9.812.001;-6;1;42.620877,-98.12001
58418;Bowdon;ND;4.742.157;-9.963.946;-6;1;47.42157,-99.63946
62069;Mount Olive;IL;39.077.557;-8.973.423;-6;1;39.077557,-89.73423
37618;Bluff City;TN;36.469.605;-8.222.998;-5;1;36.469605,-82.22998
98665;Vancouver;WA;45.681.271;-12.266.712;-8;1;45.681271,-122.66712
97002;Aurora;OR;45.234.609;-12.279.749;-8;1;45.234609,-122.79749
97233;Portland;OR;45.513.242;-12.249.985;-8;1;45.513242,-122.49985
71242;Forest;LA;3.282.388;-91.398.944;-6;1;32.82388,-91.398944
76857;May;TX;31.917.862;-9.895.325;-6;1;31.917862,-98.95325
76878;Santa Anna;TX;31.722.813;-992.959;-6;1;31.722813,-99.2959
77478;Sugar Land;TX;29.627.737;-9.562.444;-6;1;29.627737,-95.62444
77834;Brenham;TX;30.231.333;-96.290.358;-6;1;30.231333,-96.290358
92583;San Jacinto;CA;33.788.491;-11.695.125;-8;1;33.788491,-116.95125
80940;Colorado Springs;CO;3.882.469;-104.562.027;-7;1;38.82469,-104.562027
74956;Shady Point;OK;35.122.751;-9.472.058;-6;1;35.122751,-94.72058
84073;Talmage;UT;40.352.343;-11.046.935;-7;1;40.352343,-110.46935
84316;Howell;UT;41.773.176;-11.245.965;-7;1;41.773176,-112.45965
86054;Shonto;AZ;36.630.103;-11.065.072;-7;0;36.630103,-110.65072
65707;Miller;MO;37.220.289;-9.384.181;-6;1;37.220289,-93.84181
87028;La Joya;NM;3.434.886;-1.068.053;-7;1;34.34886,-106.8053
89510;Reno;NV;3.987.107;-11.971.313;-8;1;39.87107,-119.71313
73647;Foss;OK;3.545.544;-991.744;-6;1;35.45544,-99.1744
46360;Michigan City;IN;41.707.539;-8.687.902;-6;1;41.707539,-86.87902
46614;South Bend;IN;41.626.588;-8.624.804;-5;0;41.626588,-86.24804
40813;Calvin;KY;36.737.835;-8.360.248;-5;1;36.737835,-83.60248
