Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
77842;College Station;TX;3.065.212;-96.341.012;-6;1;30.65212,-96.341012
51576;Underwood;IA;41.388.244;-9.568.777;-6;1;41.388244,-95.68777
53074;Port Washington;WI;4.340.181;-8.788.001;-6;1;43.40181,-87.88001
53575;Oregon;WI;42.929.208;-8.938.478;-6;1;42.929208,-89.38478
55073;Scandia;MN;45.275.771;-9.283.001;-6;1;45.275771,-92.83001
56025;Easton;MN;43.764.111;-9.390.534;-6;1;43.764111,-93.90534
37845;Petros;TN;3.609.122;-8.444.598;-5;1;36.09122,-84.44598
22482;Kilmarnock;VA;37.733.327;-7.634.389;-5;1;37.733327,-76.34389
19440;Hatfield;PA;40.278.294;-7.529.479;-5;1;40.278294,-75.29479
7997;Peapack and Gladstone;NJ;40.728.195;-74.665.549;-5;1;40.728195,-74.665549
8203;Brigantine;NJ;39.401.801;-7.438.017;-5;1;39.401801,-74.38017
8403;Longport;NJ;39.314.766;-7.452.675;-5;1;39.314766,-74.52675
28637;Hildebran;NC;35.718.432;-8.141.878;-5;1;35.718432,-81.41878
29594;Tatum;SC;34.645.047;-7.958.188;-5;1;34.645047,-79.58188
30095;Duluth;GA;34.025.598;-8.413.045;-5;1;34.025598,-84.13045
12207;Albany;NY;42.653.979;-7.374.833;-5;1;42.653979,-73.74833
36454;Lenox;AL;31.466.945;-87.044.687;-6;1;31.466945,-87.044687
36685;Mobile;AL;30.658.865;-88.177.975;-6;1;30.658865,-88.177975
15746;Hillsdale;PA;40.767.854;-78.877.331;-5;1;40.767854,-78.877331
11715;Blue Point;NY;4.074.897;-7.303.436;-5;1;40.74897,-73.03436
13066;Fayetteville;NY;43.028.516;-7.600.876;-5;1;43.028516,-76.00876
13346;Hamilton;NY;42.820.826;-7.554.012;-5;1;42.820826,-75.54012
25035;Cabin Creek;WV;38.177.823;-8.149.148;-5;1;38.177823,-81.49148
25971;Lerona;WV;37.478.519;-8.095.735;-5;1;37.478519,-80.95735
17877;Snydertown;PA;4.087.897;-76.667.267;-5;1;40.87897,-76.667267
18074;Perkiomenville;PA;40.316.397;-755.154;-5;1;40.316397,-75.5154
18642;Duryea;PA;41.348.939;-7.576.279;-5;1;41.348939,-75.76279
19374;Toughkenamon;PA;39.830.992;-757.553;-5;1;39.830992,-75.7553
75101;Bardwell;TX;32.267.846;-966.967;-6;1;32.267846,-96.6967
75779;Neches;TX;31.794.191;-95.661.964;-6;1;31.794191,-95.661964
76085;Weatherford;TX;32.847.183;-976.986;-6;1;32.847183,-97.6986
85531;Central;AZ;32.872.122;-10.979.267;-7;0;32.872122,-109.79267
64750;Harwood;MO;37.943.914;-9.412.773;-6;1;37.943914,-94.12773
66614;Topeka;KS;39.015.374;-9.576.057;-6;1;39.015374,-95.76057
87196;Albuquerque;NM;35.044.339;-106.672.872;-7;1;35.044339,-106.672872
78704;Austin;TX;30.246.309;-9.776.087;-6;1;30.246309,-97.76087
79913;El Paso;TX;3.193.728;-106.572.393;-7;1;31.93728,-106.572393
3903;Eliot;ME;43.135.435;-7.079.348;-5;1;43.135435,-70.79348
6102;Hartford;CT;41.791.776;-72.718.832;-5;1;41.791776,-72.718832
7732;Highlands;NJ;40.404.474;-739.904;-5;1;40.404474,-73.9904
10985;Thompson Ridge;NY;41.580.793;-7.437.451;-5;1;41.580793,-74.37451
11023;Great Neck;NY;40.798.839;-7.373.352;-5;1;40.798839,-73.73352
741;Punta Santiago;PR;18.160.755;-6.575.765;-4;0;18.160755,-65.75765
1843;Lawrence;MA;42.691.091;-7.116.078;-5;1;42.691091,-71.16078
59535;Lloyd;MT;48.031.253;-10.928.416;-7;1;48.031253,-109.28416
60198;Carol Stream;IL;41.839.679;-88.088.716;-6;1;41.839679,-88.088716
37722;Cosby;TN;35.820.011;-8.324.441;-5;1;35.820011,-83.24441
29146;Springfield;SC;33.506.999;-8.128.947;-5;1;33.506999,-81.28947
29219;Columbia;SC;34.005.992;-80.970.766;-5;1;34.005992,-80.970766
29374;Pauline;SC;34.783.908;-8.185.468;-5;1;34.783908,-81.85468
29808;Aiken;SC;3.353.773;-81.599.891;-5;1;33.53773,-81.599891
29850;Vaucluse;SC;33.619.604;-8.181.628;-5;1;33.619604,-81.81628
15116;Glenshaw;PA;40.533.806;-7.996.303;-5;1;40.533806,-79.96303
21113;Odenton;MD;39.079.902;-7.670.867;-5;1;39.079902,-76.70867
23079;Jamaica;VA;37.748.645;-7.666.735;-5;1;37.748645,-76.66735
24061;Blacksburg;VA;37.179.115;-80.351.482;-5;1;37.179115,-80.351482
43018;Etna;OH;39.956.994;-8.268.307;-5;1;39.956994,-82.68307
43117;Derby;OH;39.773.025;-83.199.472;-5;1;39.773025,-83.199472
43240;Columbus;OH;40.146.873;-8.298.178;-5;1;40.146873,-82.98178
45307;Bowersville;OH;39.580.198;-8.372.363;-5;1;39.580198,-83.72363
97737;Gilchrist;OR;43.521.016;-12.165.255;-8;1;43.521016,-121.65255
99402;Asotin;WA;46.230.508;-11.712.916;-8;1;46.230508,-117.12916
99660;Saint Paul Island;AK;57.130.894;-17.027.203;-10;1;57.130894,-170.27203
57730;Custer;SD;43.789.695;-10.363.631;-7;1;43.789695,-103.63631
63472;Wayland;MO;40.396.289;-9.158.325;-6;1;40.396289,-91.58325
48733;Fairgrove;MI;43.542.822;-8.361.267;-5;1;43.542822,-83.61267
48762;Spruce;MI;44.821.813;-8.350.181;-5;1;44.821813,-83.50181
46565;Shipshewana;IN;41.696.334;-8.558.665;-5;0;41.696334,-85.58665
46868;Fort Wayne;IN;41.093.763;-85.070.713;-5;0;41.093763,-85.070713
49788;Kincheloe;MI;46.267.303;-8.445.633;-5;1;46.267303,-84.45633
50316;Des Moines;IA;41.606.339;-9.359.829;-6;1;41.606339,-93.59829
41705;Fort Thomas;KY;3.908.359;-84.450.912;-5;1;39.08359,-84.450912
40280;Louisville;KY;38.246.721;-85.685.261;-5;1;38.246721,-85.685261
40745;London;KY;37.137.615;-84.115.617;-5;1;37.137615,-84.115617
90224;Compton;CA;33.786.594;-118.298.662;-8;1;33.786594,-118.298662
90274;Palos Verdes Peninsula;CA;33.784.099;-11.838.752;-8;1;33.784099,-118.38752
96762;Laie;HI;216.485;-15.792.556;-10;0;21.6485,-157.92556
98903;Yakima;WA;46.550.348;-12.062.097;-8;1;46.550348,-120.62097
98930;Grandview;WA;46.260.129;-11.990.614;-8;1;46.260129,-119.90614
94915;San Rafael;CA;3.807.392;-12.255.944;-8;1;38.07392,-122.55944
95311;Coulterville;CA;3.774.614;-12.015.123;-8;1;37.74614,-120.15123
95323;Hickman;CA;376.194;-1.207.141;-8;1;37.6194,-120.7141
3875;Silver Lake;NH;43.868.287;-7.118.267;-5;1;43.868287,-71.18267
5404;Winooski;VT;44.494.999;-7.318.259;-5;1;44.494999,-73.18259
7029;Harrison;NJ;40.745.951;-7.415.509;-5;1;40.745951,-74.15509
7042;Montclair;NJ;4.081.315;-7.421.576;-5;1;40.81315,-74.21576
7307;Jersey City;NJ;40.748.001;-7.404.943;-5;1;40.748001,-74.04943
7430;Mahwah;NJ;41.077.102;-7.416.147;-5;1;41.077102,-74.16147
2187;Milton Village;MA;42.180.048;-7.108.923;-5;1;42.180048,-71.08923
2783;Taunton;MA;41.756.214;-71.067.062;-5;1;41.756214,-71.067062
29920;Saint Helena Island;SC;32.371.697;-805.503;-5;1;32.371697,-80.5503
49126;Sodus;MI;42.036.334;-8.637.416;-5;1;42.036334,-86.37416
26229;Lorentz;WV;38.899.314;-80.226.855;-5;1;38.899314,-80.226855
40828;Evarts;KY;3.686.772;-8.317.747;-5;1;36.86772,-83.17747
23083;Jetersville;VA;37.303.726;-7.811.349;-5;1;37.303726,-78.11349
23437;Suffolk;VA;36.642.645;-7.682.272;-5;1;36.642645,-76.82272
30165;Rome;GA;34.281.423;-8.523.825;-5;1;34.281423,-85.23825
30331;Atlanta;GA;33.715.558;-8.452.728;-5;1;33.715558,-84.52728
35235;Birmingham;AL;33.609.779;-8.665.507;-6;1;33.609779,-86.65507
38259;Trimble;TN;36.198.652;-8.918.203;-6;1;36.198652,-89.18203
18249;Sugarloaf;PA;4.099.118;-7.609.565;-5;1;40.99118,-76.09565
20620;Callaway;MD;38.226.406;-7.651.759;-5;1;38.226406,-76.51759
21740;Hagerstown;MD;39.633.946;-7.773.025;-5;1;39.633946,-77.73025
21764;Linwood;MD;39.534.703;-77.049.302;-5;1;39.534703,-77.049302
23054;Fife;VA;37.733.844;-77.888.082;-5;1;37.733844,-77.888082
43235;Columbus;OH;40.099.204;-8.305.567;-5;1;40.099204,-83.05567
33008;Hallandale;FL;26.145.724;-80.448.254;-5;1;26.145724,-80.448254
27810;Belhaven;NC;35.545.041;-7.660.012;-5;1;35.545041,-76.60012
38572;Pleasant Hill;TN;35.861.811;-850.902;-6;1;35.861811,-85.0902
40212;Louisville;KY;3.826.632;-8.579.998;-5;1;38.26632,-85.79998
44334;Akron;OH;41.128.705;-8.153.999;-5;1;41.128705,-81.53999
46017;Anderson;IN;40.096.343;-8.560.147;-5;0;40.096343,-85.60147
47721;Evansville;IN;37.978.035;-87.600.791;-6;1;37.978035,-87.600791
48267;Detroit;MI;42.239.933;-83.150.823;-5;1;42.239933,-83.150823
50482;Ventura;IA;43.124.246;-9.348.259;-6;1;43.124246,-93.48259
48502;Flint;MI;43.014.077;-8.369.012;-5;1;43.014077,-83.69012
51526;Crescent;IA;41.362.096;-9.587.321;-6;1;41.362096,-95.87321
58267;Northwood;ND;4.776.354;-9.759.279;-6;1;47.76354,-97.59279
52583;Promise City;IA;40.801.913;-9.314.736;-6;1;40.801913,-93.14736
34451;Inverness;FL;28.803.207;-8.232.167;-5;1;28.803207,-82.32167
54155;Oneida;WI;4.452.284;-8.818.008;-6;1;44.52284,-88.18008
2814;Chepachet;RI;41.896.002;-7.170.335;-5;1;41.896002,-71.70335
58622;Belfield;ND;46.922.727;-10.321.389;-7;1;46.922727,-103.21389
6050;New Britain;CT;41.666.049;-72.778.391;-5;1;41.666049,-72.778391
7740;Long Branch;NJ;40.297.932;-7.399.097;-5;1;40.297932,-73.99097
49069;Marshall;MI;42.204.494;-84.949.919;-5;1;42.204494,-84.949919
17121;Harrisburg;PA;40.294.396;-76.893.751;-5;1;40.294396,-76.893751
55335;Gibbon;MN;44.527.707;-9.453.092;-6;1;44.527707,-94.53092
18420;Fleetville;PA;41.597.115;-7.571.102;-5;1;41.597115,-75.71102
97240;Portland;OR;45.580.557;-122.374.776;-8;1;45.580557,-122.374776
80251;Denver;CO;39.738.752;-104.408.349;-7;1;39.738752,-104.408349
98556;Littlerock;WA;46.902.376;-123.017.043;-8;1;46.902376,-123.017043
81087;Vilas;CO;37.377.938;-10.242.882;-7;1;37.377938,-102.42882
15140;Pitcairn;PA;40.405.768;-7.977.643;-5;1;40.405768,-79.77643
84640;Lynndyl;UT;39.522.214;-11.236.913;-7;1;39.522214,-112.36913
34997;Stuart;FL;27.136.003;-8.021.686;-5;1;27.136003,-80.21686
64635;Chula;MO;39.931.666;-9.345.736;-6;1;39.931666,-93.45736
37350;Lookout Mountain;TN;34.998.375;-8.534.865;-5;1;34.998375,-85.34865
75229;Dallas;TX;32.895.376;-9.685.985;-6;1;32.895376,-96.85985
76828;Burkett;TX;32.023.828;-9.923.597;-6;1;32.023828,-99.23597
95131;San Jose;CA;3.738.631;-12.188.987;-8;1;37.38631,-121.88987
77007;Houston;TX;29.772.627;-9.540.319;-6;1;29.772627,-95.40319
67060;Haysville;KS;37.552.425;-9.734.785;-6;1;37.552425,-97.34785
67227;Wichita;KS;3.762.812;-97.491.566;-6;1;37.62812,-97.491566
92378;Rimforest;CA;34.839.964;-115.967.051;-8;1;34.839964,-115.967051
79062;Morse;TX;36.004.239;-10.154.672;-6;1;36.004239,-101.54672
65233;Boonville;MO;38.935.305;-9.273.932;-6;1;38.935305,-92.73932
71256;Lillie;LA;32.957.004;-9.270.152;-6;1;32.957004,-92.70152
62294;Troy;IL;38.725.498;-8.988.891;-6;1;38.725498,-89.88891
97479;Sutherlin;OR;43.397.697;-12.327.314;-8;1;43.397697,-123.27314
50458;Nora Springs;IA;43.147.661;-9.300.519;-6;1;43.147661,-93.00519
95679;Rumsey;CA;38.867.147;-122.224.813;-8;1;38.867147,-122.224813
57531;Draper;SD;43.990.243;-10.052.716;-6;1;43.990243,-100.52716
49004;Kalamazoo;MI;42.330.089;-8.556.635;-5;1;42.330089,-85.56635
64465;Lathrop;MO;39.535.467;-9.430.633;-6;1;39.535467,-94.30633
44646;Massillon;OH;40.805.131;-8.150.101;-5;1;40.805131,-81.50101
72517;Brockwell;AR;36.126.021;-9.196.619;-6;1;36.126021,-91.96619
50272;Williamson;IA;4.108.869;-9.325.821;-6;1;41.08869,-93.25821
90711;Lakewood;CA;33.786.594;-118.298.662;-8;1;33.786594,-118.298662
34135;Bonita Springs;FL;26.348.523;-8.177.391;-5;1;26.348523,-81.77391
57432;Claremont;SD;45.674.523;-9.801.846;-6;1;45.674523,-98.01846
39466;Picayune;MS;3.052.798;-8.966.611;-6;1;30.52798,-89.66611
14729;East Otto;NY;42.382.899;-7.872.101;-5;1;42.382899,-78.72101
59531;Joplin;MT;48.675.352;-1.108.269;-7;1;48.675352,-110.8269
33001;Long Key;FL;24.841.814;-8.079.405;-5;1;24.841814,-80.79405
59928;Polebridge;MT;48.863.964;-11.442.793;-7;1;48.863964,-114.42793
23285;Richmond;VA;37.524.246;-77.493.157;-5;1;37.524246,-77.493157
73575;Duncan;OK;3.448.532;-97.852.223;-6;1;34.48532,-97.852223
25844;Glen Daniel;WV;37.802.995;-8.136.495;-5;1;37.802995,-81.36495
52042;Edgewood;IA;42.678.463;-913.618;-6;1;42.678463,-91.3618
8852;Monmouth Junction;NJ;40.389.428;-7.454.329;-5;1;40.389428,-74.54329
62518;Chestnut;IL;4.005.232;-8.918.832;-6;1;40.05232,-89.18832
23017;Bellamy;VA;37.418.242;-76.508.402;-5;1;37.418242,-76.508402
67638;Gaylord;KS;39.640.967;-9.884.528;-6;1;39.640967,-98.84528
12229;Albany;NY;42.614.852;-73.970.812;-5;1;42.614852,-73.970812
54843;Hayward;WI;46.005.082;-9.135.255;-6;1;46.005082,-91.35255
55414;Minneapolis;MN;44.980.379;-9.323.003;-6;1;44.980379,-93.23003
55798;Wright;MN;46.723.028;-9.296.594;-6;1;46.723028,-92.96594
17859;Orangeville;PA;4.111.533;-7.639.923;-5;1;41.11533,-76.39923
27708;Durham;NC;36.028.685;-7.892.398;-5;1;36.028685,-78.92398
71357;Newellton;LA;32.090.387;-9.124.121;-6;1;32.090387,-91.24121
98181;Seattle;WA;47.432.251;-121.803.388;-8;1;47.432251,-121.803388
41546;McVeigh;KY;37.550.374;-8.225.703;-5;1;37.550374,-82.25703
89032;North Las Vegas;NV;36.224.218;-1.151.763;-8;1;36.224218,-115.1763
1772;Southborough;MA;42.297.643;-7.153.369;-5;1;42.297643,-71.53369
93622;Firebaugh;CA;36.800.027;-12.057.996;-8;1;36.800027,-120.57996
26537;Kingwood;WV;39.472.924;-7.969.873;-5;1;39.472924,-79.69873
90621;Buena Park;CA;33.875.714;-11.799.404;-8;1;33.875714,-117.99404
45231;Cincinnati;OH;39.242.608;-845.453;-5;1;39.242608,-84.5453
93012;Camarillo;CA;34.218.756;-11.899.213;-8;1;34.218756,-118.99213
31708;Albany;GA;31.591.073;-84.132.357;-5;1;31.591073,-84.132357
30830;Waynesboro;GA;33.080.965;-819.944;-5;1;33.080965,-81.9944
33194;Miami;FL;25.745.549;-804.651;-5;1;25.745549,-80.4651
39057;Conehatta;MS;32.486.525;-8.928.431;-6;1;32.486525,-89.28431
58439;Forbes;ND;46.014.472;-9.883.181;-6;1;46.014472,-98.83181
45348;New Weston;OH;40.332.705;-8.465.016;-5;1;40.332705,-84.65016
68327;Chester;NE;40.015.959;-9.761.926;-6;1;40.015959,-97.61926
46711;Berne;IN;40.660.174;-8.494.244;-5;0;40.660174,-84.94244
76957;Wall;TX;31.359.844;-100.206.705;-6;1;31.359844,-100.206705
91316;Encino;CA;34.168.753;-11.851.636;-8;1;34.168753,-118.51636
92086;Warner Springs;CA;33.337.152;-11.669.355;-8;1;33.337152,-116.69355
67438;Durham;KS;38.499.781;-9.727.114;-6;1;38.499781,-97.27114
93922;Carmel;CA;36.543.261;-121.926.315;-8;1;36.543261,-121.926315
67661;Phillipsburg;KS;39.799.834;-9.932.852;-6;1;39.799834,-99.32852
98382;Sequim;WA;48.079.979;-12.309.916;-8;1;48.079979,-123.09916
2541;Falmouth;MA;41.799.312;-70.308.662;-5;1;41.799312,-70.308662
56136;Hendricks;MN;44.512.114;-9.641.157;-6;1;44.512114,-96.41157
42041;Fulton;KY;36.532.059;-8.889.132;-6;1;36.532059,-88.89132
80543;Milliken;CO;40.332.926;-10.485.394;-7;1;40.332926,-104.85394
34601;Brooksville;FL;28.566.183;-8.238.002;-5;1;28.566183,-82.38002
99569;Clarks Point;AK;5.883.256;-15.855.254;-9;1;58.83256,-158.55254
50457;Meservey;IA;42.916.174;-9.348.318;-6;1;42.916174,-93.48318
96767;Lahaina;HI;20.866.638;-156.646.667;-10;0;20.866638,-156.646667
52342;Toledo;IA;4.202.524;-9.257.177;-6;1;42.02524,-92.57177
7093;West New York;NJ;407.895;-7.401.223;-5;1;40.7895,-74.01223
47845;Coalmont;IN;39.387.544;-87.090.363;-5;0;39.387544,-87.090363
51541;Henderson;IA;41.137.694;-9.539.897;-6;1;41.137694,-95.39897
38181;Memphis;TN;35.201.738;-89.971.538;-6;1;35.201738,-89.971538
54480;Stetsonville;WI;45.064.903;-9.029.794;-6;1;45.064903,-90.29794
54601;La Crosse;WI;43.797.116;-9.121.141;-6;1;43.797116,-91.21141
60512;Bristol;IL;41.706.034;-8.841.296;-6;1;41.706034,-88.41296
55384;Spring Park;MN;44.936.423;-9.362.868;-6;1;44.936423,-93.62868
62860;Macedonia;IL;38.041.978;-8.873.257;-6;1;38.041978,-88.73257
43310;Belle Center;OH;40.518.081;-8.378.052;-5;1;40.518081,-83.78052
70341;Belle Rose;LA;30.030.819;-9.107.576;-6;1;30.030819,-91.07576
38560;Elmwood;TN;36.236.398;-8.588.908;-6;1;36.236398,-85.88908
74301;Vinita;OK;36.631.673;-9.517.303;-6;1;36.631673,-95.17303
21043;Ellicott City;MD;39.254.356;-768.006;-5;1;39.254356,-76.8006
17843;Beaver Springs;PA;40.762.675;-7.707.752;-5;1;40.762675,-77.07752
52756;Long Grove;IA;41.732.418;-9.053.286;-6;1;41.732418,-90.53286
4074;Scarborough;ME;43.583.224;-7.035.268;-5;1;43.583224,-70.35268
55429;Minneapolis;MN;45.064.714;-9.334.155;-6;1;45.064714,-93.34155
49063;Lacota;MI;42.393.586;-86.209.904;-5;1;42.393586,-86.209904
8758;Waretown;NJ;39.784.513;-7.422.376;-5;1;39.784513,-74.22376
72329;Driver;AR;35.621.318;-9.000.576;-6;1;35.621318,-90.00576
17224;Fort Loudon;PA;39.957.564;-7.790.623;-5;1;39.957564,-77.90623
73501;Lawton;OK;34.608.348;-9.839.414;-6;1;34.608348,-98.39414
50481;Toeterville;IA;43.356.439;-92.788.967;-6;1;43.356439,-92.788967
51366;Webb;IA;42.951.621;-9.501.145;-6;1;42.951621,-95.01145
44491;West Farmington;OH;41.369.527;-8.096.327;-5;1;41.369527,-80.96327
30518;Buford;GA;3.412.115;-8.401.804;-5;1;34.12115,-84.01804
32622;Brooker;FL;29.896.156;-8.230.358;-5;1;29.896156,-82.30358
36702;Selma;AL;32.419.259;-87.124.708;-6;1;32.419259,-87.124708
62722;Springfield;IL;39.749.457;-89.606.017;-6;1;39.749457,-89.606017
39166;Silver City;MS;33.062.845;-9.050.034;-6;1;33.062845,-90.50034
64426;Blythedale;MO;40.528.127;-938.743;-6;1;40.528127,-93.8743
45713;Bartlett;OH;39.419.647;-818.164;-5;1;39.419647,-81.8164
57772;Porcupine;SD;43.331.433;-10.238.093;-7;1;43.331433,-102.38093
36263;Graham;AL;33.469.709;-8.536.139;-6;1;33.469709,-85.36139
49241;Hanover;MI;42.107.907;-8.460.334;-5;1;42.107907,-84.60334
26563;Carolina;WV;39.480.838;-8.027.183;-5;1;39.480838,-80.27183
49307;Big Rapids;MI;43.697.651;-8.547.815;-5;1;43.697651,-85.47815
43211;Columbus;OH;40.012.714;-8.297.127;-5;1;40.012714,-82.97127
71112;Bossier City;LA;32.478.752;-936.704;-6;1;32.478752,-93.6704
28441;Garland;NC;34.788.387;-7.840.574;-5;1;34.788387,-78.40574
71294;West Monroe;LA;32.490.777;-92.159.354;-6;1;32.490777,-92.159354
28777;Spruce Pine;NC;35.910.932;-8.207.366;-5;1;35.910932,-82.07366
73163;Oklahoma City;OK;35.551.409;-97.407.537;-6;1;35.551409,-97.407537
29072;Lexington;SC;33.991.362;-8.125.047;-5;1;33.991362,-81.25047
74022;Copan;OK;36.909.076;-9.596.577;-6;1;36.909076,-95.96577
29471;Reevesville;SC;33.198.286;-8.065.637;-5;1;33.198286,-80.65637
45177;Wilmington;OH;39.463.476;-8.384.446;-5;1;39.463476,-83.84446
25628;Kistler;WV;37.757.905;-8.185.517;-5;1;37.757905,-81.85517
53812;Kieler;WI;42.859.325;-90.791.337;-6;1;42.859325,-90.791337
50067;Decatur;IA;40.734.072;-9.385.169;-6;1;40.734072,-93.85169
37329;Englewood;TN;3.541.142;-8.447.473;-5;1;35.41142,-84.47473
53590;Sun Prairie;WI;43.189.953;-892.253;-6;1;43.189953,-89.2253
72330;Dyess;AR;35.601.698.999.999.900;-9.020.386;-6;1;35.601699,-90.20386
31094;Warthen;GA;33.125.097;-8.281.018;-5;1;33.125097,-82.81018
73027;Coyle;OK;35.975.057;-9.725.088;-6;1;35.975057,-97.25088
33511;Brandon;FL;27.911.201;-822.948;-5;1;27.911201,-82.2948
70594;Raceland;LA;29.700.243;-90.570.722;-6;1;29.700243,-90.570722
45003;College Corner;OH;39.575.126;-847.905;-5;1;39.575126,-84.7905
48552;Flint;MI;42.977.895;-83.713.074;-5;1;42.977895,-83.713074
47124;Greenville;IN;38.363.632;-8.599.239;-5;1;38.363632,-85.99239
49117;New Buffalo;MI;41.784.691;-8.675.519;-5;1;41.784691,-86.75519
48867;Owosso;MI;4.299.605;-8.417.896;-5;1;42.99605,-84.17896
6241;Dayville;CT;41.850.225;-7.185.749;-5;1;41.850225,-71.85749
48888;Stanton;MI;43.297.366;-8.510.506;-5;1;43.297366,-85.10506
6515;New Haven;CT;41.327.997;-7.296.902;-5;1;41.327997,-72.96902
13738;Blodgett Mills;NY;42.567.313;-76.123.795;-5;1;42.567313,-76.123795
7074;Moonachie;NJ;40.841.668;-74.059;-5;1;40.841668,-74.059
17039;Kleinfeltersville;PA;40.300.505;-76.258.399;-5;1;40.300505,-76.258399
5832;East Burke;VT;44.588.911;-7.192.705;-5;1;44.588911,-71.92705
59054;Melstone;MT;4.656.503;-1.079.138;-7;1;46.56503,-107.9138
24850;Jolo;WV;37.312.239;-8.182.478;-5;1;37.312239,-81.82478
61604;Peoria;IL;40.709.237;-8.963.633;-6;1;40.709237,-89.63633
20407;Washington;DC;38.893.311;-77.014.647;-5;1;38.893311,-77.014647
84139;Salt Lake City;UT;40.668.068;-111.908.297;-7;1;40.668068,-111.908297
20903;Silver Spring;MD;39.014.009;-7.698.199;-5;1;39.014009,-76.98199
85016;Phoenix;AZ;33.503.742;-11.203.235;-7;0;33.503742,-112.03235
21837;Mardela Springs;MD;38.469.332;-7.574.074;-5;1;38.469332,-75.74074
76049;Granbury;TX;32.440.376;-9.772.002;-6;1;32.440376,-97.72002
22321;Alexandria;VA;38.831.813;-77.288.755;-5;1;38.831813,-77.288755
77014;Houston;TX;29.979.063;-9.547.294;-6;1;29.979063,-95.47294
23031;Christchurch;VA;37.598.391;-76.447.551;-5;1;37.598391,-76.447551
88905;The Lakes;NV;35.927.901;-114.972.061;-8;1;35.927901,-114.972061
11005;Floral Park;NY;40.756.983;-737.148;-5;1;40.756983,-73.7148
92780;Tustin;CA;33.741.651;-11.782.127;-8;1;33.741651,-117.82127
11777;Port Jefferson;NY;40.946.103;-7.306.222;-5;1;40.946103,-73.06222
78142;Normanna;TX;28.526.040.000.000.000;-9.778.256;-6;1;28.52604,-97.78256
28134;Pineville;NC;35.086.017;-8.089.034;-5;1;35.086017,-80.89034
99360;Touchet;WA;46.059.286;-11.867.264;-8;1;46.059286,-118.67264
59730;Gallatin Gateway;MT;45.417.898;-11.119.888;-7;1;45.417898,-111.19888
32697;Worthington Springs;FL;29.931.204;-8.242.643;-5;1;29.931204,-82.42643
96713;Hana;HI;20.739.217;-15.603.893;-10;0;20.739217,-156.03893
97394;Waldport;OR;44.424.255;-12.404.868;-8;1;44.424255,-124.04868
42631;Marshes Siding;KY;36.762.748;-8.451.036;-5;1;36.762748,-84.51036
28770;Ridgecrest;NC;35.618.596;-8.230.048;-5;1;35.618596,-82.30048
49073;Nashville;MI;42.588.988;-85.124;-5;1;42.588988,-85.124
38222;Buchanan;TN;36.458.738;-8.814.836;-6;1;36.458738,-88.14836
50241;Saint Marys;IA;41.308.451;-9.373.157;-6;1;41.308451,-93.73157
63177;Saint Louis;MO;386.531;-90.243.462;-6;1;38.6531,-90.243462
38629;Falkner;MS;34.879.287;-8.899.516;-6;1;34.879287,-88.99516
49953;Ontonagon;MI;46.846.455;-8.935.119;-5;1;46.846455,-89.35119
51649;Randolph;IA;40.865.993;-9.554.687;-6;1;40.865993,-95.54687
28434;Council;NC;34.461.167;-7.846.244;-5;1;34.461167,-78.46244
27306;Mount Gilead;NC;35.227.919;-7.999.741;-5;1;35.227919,-79.99741
21520;Accident;MD;39.629.925;-7.931.377;-5;1;39.629925,-79.31377
31811;Hamilton;GA;32.722.333;-8.495.803;-5;1;32.722333,-84.95803
22119;Merrifield;VA;38.831.813;-77.288.755;-5;1;38.831813,-77.288755
29909;Hilton Head Island;SC;32.312.621;-80.915.532;-5;1;32.312621,-80.915532
15009;Beaver;PA;40.695.281;-803.299;-5;1;40.695281,-80.3299
25139;Mount Carbon;WV;38.143.496;-8.129.088;-5;1;38.143496,-81.29088
12246;Albany;NY;42.647.079;-73.750.314;-5;1;42.647079,-73.750314
92315;Big Bear Lake;CA;34.241.295;-11.690.328;-8;1;34.241295,-116.90328
8027;Gibbstown;NJ;39.824.159;-7.528.187;-5;1;39.824159,-75.28187
93552;Palmdale;CA;34.561.207;-1.180.375;-8;1;34.561207,-118.0375
8501;Allentown;NJ;40.164.556;-7.457.785;-5;1;40.164556,-74.57785
89017;Hiko;NV;37.592.182;-11.528.676;-8;1;37.592182,-115.28676
937;San Juan;PR;18.410.462;-66.060.533;-4;0;18.410462,-66.060533
95212;Stockton;CA;38.038.906;-12.124.213;-8;1;38.038906,-121.24213
95656;Mount Aukum;CA;3.854.723;-120.707.891;-8;1;38.54723,-120.707891
83866;Santa;ID;47.161.756;-11.642.113;-8;1;47.161756,-116.42113
97038;Molalla;OR;4.510.799;-12.256.555;-8;1;45.10799,-122.56555
85055;Phoenix;AZ;33.276.539;-11.218.717;-7;0;33.276539,-112.18717
4752;Ashland;ME;46.602.477;-68.410.131;-5;1;46.602477,-68.410131
98595;Westport;WA;46.887.187;-12.410.735;-8;1;46.887187,-124.10735
1430;Ashburnham;MA;42.658.768;-7.193.287;-5;1;42.658768,-71.93287
55021;Faribault;MN;4.429.478;-9.328.732;-6;1;44.29478,-93.28732
55340;Hamel;MN;4.507.343;-9.356.455;-6;1;45.07343,-93.56455
36461;Monroeville;AL;31.522.093;-87.341.108;-6;1;31.522093,-87.341108
67547;Kinsley;KS;37.918.313;-9.943.134;-6;1;37.918313,-99.43134
